player,team,number,position,height,weight,last_attended,country,birthdate,profile_url,is_active,is_free_agent,is_retired,experience,headshot_url,legacy,pid,position_list,position_primary,position_alt,draft_year,draft_round,draft_pick,draft_status,player_id
Trendon Watford,BKN,9,GUARD-FORWARD,80.0,237.0,Louisiana State,USA,2000-11-09,https://www.nba.com/player/1630570/trendon-watford,True,False,False,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630570.png,False,1630570,"['GUARD', 'FORWARD']",GUARD,FORWARD,0,0,0,UDF,watfotr01
Darryl Watkins,RET,31,CENTER,83.0,258.0,Syracuse,USA,1984-11-08,https://www.nba.com/player/201208/darryl-watkins,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201208.png,False,201208,['CENTER'],CENTER,,0,0,0,UDF,watkida01
Anton Watson,NYK,28,FORWARD,80.0,225.0,Gonzaga,USA,2000-10-06,https://www.nba.com/player/1641817/anton-watson,True,False,False,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641817.png,False,1641817,['FORWARD'],FORWARD,,2024,2,54,Drafted,watsoan01
C.J. Watson,RET,32,GUARD,74.0,175.0,Tennessee,USA,1984-04-17,https://www.nba.com/player/201228/c.j.-watson,False,False,True,11.0,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False,201228,['GUARD'],GUARD,,0,0,0,UDF,watsocj01
Earl Watson,RET,17,GUARD,73.0,199.0,UCLA,USA,1979-06-12,https://www.nba.com/player/2248/earl-watson,False,False,True,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2248.png,False,2248,['GUARD'],GUARD,,2001,2,39,Drafted,watsoea01
Jamie Watson,RET,,FORWARD,79.0,190.0,South Carolina,USA,1972-02-23,https://www.nba.com/player/320/jamie-watson,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/320.png,False,320,['FORWARD'],FORWARD,,1994,2,47,Drafted,watsoja01
Paul Watson,RET,,GUARD,78.0,210.0,Fresno State,USA,1994-12-30,https://www.nba.com/player/1628778/paul-watson,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628778.png,False,1628778,['GUARD'],GUARD,,0,0,0,UDF,watsopa01
Peyton Watson,DEN,8,GUARD,79.0,200.0,UCLA,USA,2002-09-11,https://www.nba.com/player/1631212/peyton-watson,True,False,False,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631212.png,False,1631212,['GUARD'],GUARD,,2022,1,30,Drafted,watsope01
Ron Watts,RET,12,FORWARD,78.0,210.0,Wake Forest,USA,1943-05-21,https://www.nba.com/player/78474/HISTADD-ron-watts,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78474.png,True,78474,['FORWARD'],FORWARD,,1965,1,17,Drafted,wattsro01
Slick Watts,RET,00,GUARD,73.0,175.0,Xavier of Louisiana,USA,1951-07-22,https://www.nba.com/player/78473/HISTADD-slick-watts,False,False,True,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78473.png,True,78473,['GUARD'],GUARD,,0,0,0,UDF,wattssl01
Maalik Wayns,RET,,GUARD,73.0,195.0,Villanova,USA,1991-05-02,https://www.nba.com/player/203146/maalik-wayns,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203146.png,False,203146,['GUARD'],GUARD,,0,0,0,UDF,waynsma01
David Wear,RET,,FORWARD,82.0,230.0,UCLA,USA,1990-09-21,https://www.nba.com/player/204033/david-wear,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204033.png,False,204033,['FORWARD'],FORWARD,,0,0,0,UDF,wearda010
Travis Wear,RET,21,FORWARD,82.0,225.0,UCLA,USA,1990-09-21,https://www.nba.com/player/204037/travis-wear,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204037.png,False,204037,['FORWARD'],FORWARD,,0,0,0,UDF,weartr010
Clar. Weatherspoon,RET,30,FORWARD,79.0,270.0,Southern Mississippi,USA,1970-09-08,https://www.nba.com/player/221/clar.-weatherspoon,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False,221,['FORWARD'],FORWARD,,0,0,0,UDF,weathcl01
Nick Weatherspoon,RET,12,FORWARD,79.0,195.0,Illinois,USA,1950-07-20,https://www.nba.com/player/78475/HISTADD-spoon-weatherspoon,False,False,True,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78475.png,True,78475,['FORWARD'],FORWARD,,1973,1,13,Drafted,weathni01
Quinndary Weatherspoon,RET,15,GUARD,75.0,205.0,Mississippi State,USA,1996-09-10,https://www.nba.com/player/1629683/quinndary-weatherspoon,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629683.png,False,1629683,['GUARD'],GUARD,,2019,2,49,Drafted,weathqu01
Kyle Weaver,RET,,GUARD,78.0,201.0,Washington State,USA,1986-02-18,https://www.nba.com/player/201602/kyle-weaver,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201602.png,False,201602,['GUARD'],GUARD,,2008,2,38,Drafted,weaveky01
Jeff Webb,RET,10,GUARD,76.0,170.0,Kansas State,USA,1948-07-06,https://www.nba.com/player/78477/HISTADD-jeff-webb,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78477.png,True,78477,['GUARD'],GUARD,,0,0,0,UDF,webbje010
Marcus Webb,RET,41,FORWARD,81.0,255.0,Alabama,USA,1970-05-09,https://www.nba.com/player/78478/HISTADD-marcus-webb,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78478.png,True,78478,['FORWARD'],FORWARD,,0,0,0,UDF,webbma010
Spud Webb,RET,,GUARD,66.0,133.0,North Carolina State,USA,1963-07-13,https://www.nba.com/player/892/spud-webb,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/892.png,False,892,['GUARD'],GUARD,,1985,4,87,Drafted,webbsp010
James Webb III,RET,0,FORWARD,81.0,202.0,Boise State,USA,1993-08-19,https://www.nba.com/player/1627821/james-webb iii,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False,1627821,['FORWARD'],FORWARD,,0,0,0,UDF,webbja010
Chris Webber,RET,4,FORWARD-CENTER,82.0,245.0,Michigan,USA,1973-03-01,https://www.nba.com/player/185/chris-webber,False,False,True,15.0,https://cdn.nba.com/headshots/nba/latest/1040x760/185.png,False,185,"['FORWARD', 'CENTER']",FORWARD,CENTER,1993,1,1,Drafted,webbech01
Briante Weber,RET,3,GUARD,74.0,165.0,Virginia Commonwealth,USA,1992-12-29,https://www.nba.com/player/1627362/briante-weber,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627362.png,False,1627362,['GUARD'],GUARD,,0,0,0,UDF,weberbr01
Forest Weber,RET,,CENTER,78.0,225.0,Purdue,USA,1918-03-18,https://www.nba.com/player/78479/HISTADD-jake-weber,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78479.png,True,78479,['CENTER'],CENTER,,0,0,0,UDF,weberfo01
Jeff Webster,RET,42,FORWARD,80.0,232.0,Oklahoma,USA,1971-02-19,https://www.nba.com/player/1067/jeff-webster,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1067.png,False,1067,['FORWARD'],FORWARD,,1994,2,40,Drafted,webstje01
Martell Webster,RET,9,FORWARD-GUARD,79.0,230.0,Seattle Preparatory HS (WA),USA,1986-12-04,https://www.nba.com/player/101110/martell-webster,False,False,True,11.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101110.png,False,101110,"['FORWARD', 'GUARD']",FORWARD,GUARD,2005,1,6,Drafted,webstma01
Marvin Webster,RET,40,CENTER,85.0,225.0,Morgan State,USA,1952-04-13,https://www.nba.com/player/78481/HISTADD-marvin-webster,False,False,True,9.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78481.png,True,78481,['CENTER'],CENTER,,1975,1,3,Drafted,webstma02
Scott Wedman,RET,8,FORWARD,79.0,215.0,Colorado,USA,1952-07-29,https://www.nba.com/player/78482/HISTADD-scott-wedman,False,False,True,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78482.png,True,78482,['FORWARD'],FORWARD,,1974,1,6,Drafted,wedmasc01
Sonny Weems,RET,,GUARD-FORWARD,78.0,205.0,Arkansas,USA,1986-07-08,https://www.nba.com/player/201603/sonny-weems,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201603.png,False,201603,"['GUARD', 'FORWARD']",GUARD,FORWARD,2008,2,39,Drafted,weemsso01
Dick Wehr,RET,,FORWARD,76.0,180.0,Rice,USA,1925-12-09,https://www.nba.com/player/78483/HISTADD-dick-wehr,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78483.png,True,78483,['FORWARD'],FORWARD,,1948,1,,Drafted,wehrdi010
Brant Weidner,RET,25,FORWARD,81.0,230.0,William & Mary,USA,1960-10-28,https://www.nba.com/player/78484/HISTADD-brant-weidner,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78484.png,True,78484,['FORWARD'],FORWARD,,1983,1,90,Drafted,weidnbr01
Bob Weiss,RET,8,GUARD,75.0,180.0,Penn State,USA,1942-05-07,https://www.nba.com/player/78485/HISTADD-bob-weiss,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78485.png,True,78485,['GUARD'],GUARD,,1965,1,22,Drafted,weissbo01
Rick Weitzman,RET,26,GUARD,74.0,175.0,Northeastern,USA,1946-04-30,https://www.nba.com/player/78486/HISTADD-rick-weitzman,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78486.png,True,78486,['GUARD'],GUARD,,1967,1,110,Drafted,weitzri01
Bonzi Wells,RET,24,GUARD-FORWARD,77.0,210.0,Ball State,USA,1976-09-28,https://www.nba.com/player/1719/bonzi-wells,False,False,True,11.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1719.png,False,1719,"['GUARD', 'FORWARD']",GUARD,FORWARD,1998,1,11,Drafted,wellsbo01
Bubba Wells,RET,35,FORWARD,77.0,230.0,Austin Peay,USA,1974-07-26,https://www.nba.com/player/1528/bubba-wells,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1528.png,False,1528,['FORWARD'],FORWARD,,1997,2,34,Drafted,wellsbu01
Jaylen Wells,MEM,0,FORWARD,80.0,,Washington State,USA,2003-08-26,https://www.nba.com/player/1642377/jaylen-wells,True,False,False,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642377.png,False,1642377,['FORWARD'],FORWARD,,2024,2,39,Drafted,wellsja01
Owen Wells,RET,30,FORWARD,79.0,200.0,Detroit,USA,1950-12-09,https://www.nba.com/player/78488/HISTADD-owen-wells,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78488.png,True,78488,['FORWARD'],FORWARD,,1974,1,77,Drafted,wellsow01
Ralph Wells,RET,23,GUARD,73.0,180.0,Northwestern,USA,1940-09-03,https://www.nba.com/player/78489/HISTADD-ralph-wells,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78489.png,True,78489,['GUARD'],GUARD,,0,0,0,UDF,wellsra01
Chris Welp,RET,40,CENTER,84.0,245.0,Washington,USA,1964-01-02,https://www.nba.com/player/1846/chris-welp,False,False,True,3.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1846.png,False,1846,['CENTER'],CENTER,,1987,1,16,Drafted,welpch010
Jiri Welsch,RET,44,FORWARD,79.0,208.0,Union Olimpija,Czech Republic,1980-01-27,https://www.nba.com/player/2412/jiri-welsch,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2412.png,False,2412,['FORWARD'],FORWARD,,2002,1,16,Drafted,welscji01
Thomas Welsh,RET,45,CENTER,84.0,255.0,UCLA,USA,1996-02-03,https://www.nba.com/player/1629118/thomas-welsh,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629118.png,False,1629118,['CENTER'],CENTER,,2018,2,58,Drafted,welshth01
Victor Wembanyama,SAS,1,FORWARD-CENTER,87.0,235.0,Metropolitans 92,France,2004-01-04,https://www.nba.com/player/1641705/victor-wembanyama,True,False,False,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641705.png,False,1641705,"['FORWARD', 'CENTER']",FORWARD,CENTER,2023,1,1,Drafted,wembavi01
Bill Wennington,RET,,CENTER,84.0,245.0,St. John's (NY),USA,1963-04-26,https://www.nba.com/player/82/bill-wennington,False,False,True,13.0,https://cdn.nba.com/headshots/nba/latest/1040x760/82.png,False,82,['CENTER'],CENTER,,1985,1,16,Drafted,wennibi01
Matt Wenstrom,RET,50,CENTER,85.0,250.0,North Carolina,USA,1970-11-04,https://www.nba.com/player/78492/HISTADD-matt-wenstrom,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78492.png,True,78492,['CENTER'],CENTER,,0,0,0,UDF,wenstma01
Robert Werdann,RET,41,CENTER,83.0,250.0,St. John's (NY),USA,1970-09-12,https://www.nba.com/player/438/robert-werdann,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/438.png,False,438,['CENTER'],CENTER,,1992,2,46,Drafted,werdaro01
Ray Wertis,RET,,GUARD,71.0,,St. John's (NY),USA,1922-01-01,https://www.nba.com/player/78494/HISTADD-ray-wertis,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78494.png,True,78494,['GUARD'],GUARD,,0,0,0,UDF,wertira01
Blake Wesley,SAS,14,GUARD,75.0,185.0,Notre Dame,USA,2003-03-16,https://www.nba.com/player/1631104/blake-wesley,True,False,False,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631104.png,False,1631104,['GUARD'],GUARD,,2022,1,25,Drafted,weslebl01
David Wesley,RET,4,GUARD,73.0,203.0,Baylor,USA,1970-11-14,https://www.nba.com/player/133/david-wesley,False,False,True,15.0,https://cdn.nba.com/headshots/nba/latest/1040x760/133.png,False,133,['GUARD'],GUARD,,0,0,0,UDF,wesleda01
Walt Wesley,RET,21,CENTER,83.0,220.0,Kansas,USA,1945-01-25,https://www.nba.com/player/78495/HISTADD-walt-wesley,False,False,True,10.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78495.png,True,78495,['CENTER'],CENTER,,1966,1,6,Drafted,weslewa01
David West,RET,3,FORWARD,81.0,250.0,Xavier,USA,1980-08-29,https://www.nba.com/player/2561/david-west,False,False,True,16.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2561.png,False,2561,['FORWARD'],FORWARD,,2003,1,18,Drafted,westda010
Delonte West,RET,13,GUARD,75.0,180.0,St. Joseph's (PA),USA,1983-07-26,https://www.nba.com/player/2753/delonte-west,False,False,True,9.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2753.png,False,2753,['GUARD'],GUARD,,2004,1,24,Drafted,westde010
Doug West,RET,,GUARD,,,Villanova,USA,1967-05-27,https://www.nba.com/player/28/doug-west,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/28.png,False,28,['GUARD'],GUARD,,1989,2,38,Drafted,westdo010
Jerry West,RET,44,GUARD,75.0,175.0,West Virginia,USA,1938-05-28,https://www.nba.com/player/78497/HISTADD-jerry-west,False,False,True,14.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78497.png,True,78497,['GUARD'],GUARD,,1960,1,2,Drafted,westje010
Mario West,RET,6,GUARD,77.0,210.0,Georgia Tech,USA,1984-06-19,https://www.nba.com/player/201238/mario-west,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201238.png,False,201238,['GUARD'],GUARD,,0,0,0,UDF,westma010
Mark West,RET,,CENTER,82.0,230.0,Old Dominion,USA,1960-11-05,https://www.nba.com/player/770/mark-west,False,False,True,17.0,https://cdn.nba.com/headshots/nba/latest/1040x760/770.png,False,770,['CENTER'],CENTER,,1983,2,30,Drafted,westma020
Roland West,RET,15,GUARD,76.0,178.0,Cincinnati,USA,1944-06-06,https://www.nba.com/player/78499/HISTADD-roland-west,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78499.png,True,78499,['GUARD'],GUARD,,1967,1,162,Drafted,westro010
Russell Westbrook,DEN,4,GUARD,76.0,200.0,UCLA,USA,1988-11-12,https://www.nba.com/player/201566/russell-westbrook,True,False,False,16.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png,False,201566,['GUARD'],GUARD,,2008,1,4,Drafted,westbru01
Paul Westphal,RET,44,GUARD,76.0,195.0,Southern California,USA,1950-11-30,https://www.nba.com/player/78500/HISTADD-paul-westphal,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78500.png,True,78500,['GUARD'],GUARD,,1972,1,10,Drafted,westppa01
John Wetzel,RET,25,GUARD,77.0,190.0,Virginia Tech,USA,1944-10-22,https://www.nba.com/player/78501/HISTADD-dupp-john-wetzel,False,False,True,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78501.png,True,78501,['GUARD'],GUARD,,1966,1,75,Drafted,wetzejo01
Robert Whaley,RET,,CENTER,82.0,260.0,Walsh,USA,1982-04-16,https://www.nba.com/player/101156/robert-whaley,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/101156.png,False,101156,['CENTER'],CENTER,,2005,2,51,Drafted,whalero01
Ennis Whatley,RET,,GUARD,75.0,177.0,Alabama,USA,1962-08-11,https://www.nba.com/player/941/ennis-whatley,False,False,True,10.0,https://cdn.nba.com/headshots/nba/latest/1040x760/941.png,False,941,['GUARD'],GUARD,,1983,1,13,Drafted,whatlen01
DeJuan Wheat,RET,6,GUARD,72.0,165.0,Louisville,USA,1973-10-14,https://www.nba.com/player/1545/dejuan-wheat,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1545.png,False,1545,['GUARD'],GUARD,,1997,2,51,Drafted,wheatde01
Clinton Wheeler,RET,11,GUARD,73.0,185.0,William Paterson,USA,1959-10-27,https://www.nba.com/player/78504/HISTADD-clinton-wheeler,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78504.png,True,78504,['GUARD'],GUARD,,1981,1,150,Drafted,wheelcl01
Phillip Wheeler,RET,,FORWARD,80.0,185.0,                                   ,USA,2002-04-23,https://www.nba.com/player/1630762/phillip-wheeler,False,False,True,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630762.png,False,1630762,['FORWARD'],FORWARD,,0,0,0,UDF,wheelph01
Tyson Wheeler,RET,,GUARD,70.0,165.0,Rhode Island,USA,1975-10-08,https://www.nba.com/player/1755/tyson-wheeler,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1755.png,False,1755,['GUARD'],GUARD,,1998,2,47,Drafted,wheelty01
Lucian Whitaker,RET,5,GUARD,73.0,180.0,Kentucky,USA,1930-08-29,https://www.nba.com/player/78506/HISTADD-skippy-whitaker,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78506.png,True,78506,['GUARD'],GUARD,,1952,1,,Drafted,whitalu01
Coby White,CHI,0,GUARD,77.0,195.0,North Carolina,USA,2000-02-16,https://www.nba.com/player/1629632/coby-white,True,False,False,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629632.png,False,1629632,['GUARD'],GUARD,,2019,1,7,Drafted,whiteco01
DJ White,RET,8,FORWARD,81.0,250.0,Indiana,USA,1986-08-31,https://www.nba.com/player/201591/dj-white,False,False,True,6.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201591.png,False,201591,['FORWARD'],FORWARD,,2008,1,29,Drafted,whitedj01
Derrick White,BOS,9,GUARD,76.0,190.0,Colorado,USA,1994-07-02,https://www.nba.com/player/1628401/derrick-white,True,False,False,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628401.png,False,1628401,['GUARD'],GUARD,,2017,1,29,Drafted,whitede01
Eric White,RET,12,FORWARD,80.0,200.0,Pepperdine,USA,1965-12-30,https://www.nba.com/player/78507/HISTADD-eric-white,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78507.png,True,78507,['FORWARD'],FORWARD,,1987,1,65,Drafted,whiteer01
Herb White,RET,34,GUARD,74.0,195.0,Georgia,USA,1948-06-15,https://www.nba.com/player/78508/HISTADD-herb-white,False,False,True,1.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78508.png,True,78508,['GUARD'],GUARD,,1970,1,133,Drafted,whitehe01
Hubie White,RET,23,GUARD,76.0,205.0,Villanova,USA,1940-01-26,https://www.nba.com/player/78509/HISTADD-hubie-white,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78509.png,True,78509,['GUARD'],GUARD,,1962,1,14,Drafted,whitehu01
Jack White,RET,,FORWARD,78.0,225.0,Duke,Australia,1997-08-05,https://www.nba.com/player/1631298/jack-white,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631298.png,False,1631298,['FORWARD'],FORWARD,,0,0,0,UDF,whiteja01
Jahidi White,RET,,CENTER-FORWARD,81.0,290.0,Georgetown,USA,1976-02-19,https://www.nba.com/player/1751/jahidi-white,False,False,True,7.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1751.png,False,1751,"['CENTER', 'FORWARD']",CENTER,FORWARD,1998,2,43,Drafted,whiteja02
James White,RET,4,GUARD-FORWARD,79.0,215.0,Cincinnati,USA,1982-10-21,https://www.nba.com/player/200778/james-white,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/200778.png,False,200778,"['GUARD', 'FORWARD']",GUARD,FORWARD,2006,2,31,Drafted,whiteja03
Jojo White,RET,10,GUARD,75.0,190.0,Kansas,USA,1946-11-16,https://www.nba.com/player/78510/HISTADD-jojo-white,False,False,True,12.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78510.png,True,78510,['GUARD'],GUARD,,1969,1,9,Drafted,whitejo01
Okaro White,RET,,FORWARD,80.0,205.0,Florida State,USA,1992-08-13,https://www.nba.com/player/1627855/okaro-white,False,False,True,4.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627855.png,False,1627855,['FORWARD'],FORWARD,,0,0,0,UDF,whiteok01
Randy White,RET,52,FORWARD,80.0,240.0,Louisiana Tech,USA,1967-11-04,https://www.nba.com/player/1839/randy-white,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1839.png,False,1839,['FORWARD'],FORWARD,,1989,1,8,Drafted,whitera01
Rodney White,RET,3,FORWARD,81.0,230.0,North Carolina-Charlotte,USA,1980-06-28,https://www.nba.com/player/2206/rodney-white,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2206.png,False,2206,['FORWARD'],FORWARD,,2001,1,9,Drafted,whitero01
Rory White,RET,22,FORWARD,80.0,210.0,South Alabama,USA,1959-08-16,https://www.nba.com/player/78512/HISTADD-rory-white,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78512.png,True,78512,['FORWARD'],FORWARD,,1982,1,86,Drafted,whitero02
Royce White,RET,,FORWARD,80.0,260.0,Iowa State,USA,1991-04-10,https://www.nba.com/player/203091/royce-white,False,False,True,2.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203091.png,False,203091,['FORWARD'],FORWARD,,2012,1,16,Drafted,whitero03
Rudy White,RET,10,GUARD,74.0,195.0,Arizona State,USA,1953-06-23,https://www.nba.com/player/78513/HISTADD-rudy-white,False,False,True,5.0,https://cdn.nba.com/headshots/nba/latest/1040x760/78513.png,True,78513,['GUARD'],GUARD,,1975,1,47,Drafted,whiteru01
